Accession	flaID	length	HVR_length	ncbi_taxid	ncbi_phylum	Domain	Phylum	Class	Order	Family	Genus	Species	genome_size
ANU20986.1	fla135	307	67	1038856	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Planococcus	s__Planococcus plakortidis	3261818
KQU26875.1	fla136	303	63	1736235	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae_H	g__Priestia	s__Priestia megaterium	6031561
PJJ23062.1	fla137	333	93	1882766	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae_H	g__Priestia	s__Priestia flexa	4354718
PZE19284.1	fla138	338	98	1977292	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus_S	s__Paenibacillus_S xerothermodurans	4362399
WP_088009532.1	fla139	304	64	1917864	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Indiicoccus	s__Indiicoccus explosivorum	3032503
WP_112224345.1	fla140	310	70	2233542	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Planococcus	s__Planococcus halotolerans	3622698
WP_077591011.1	fla141	307	67	2213202	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Indiicoccus	s__Indiicoccus sp001999905	4149733
WP_113930735.1	fla142	497	257	1983400	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Bacillaceae_B	g__Bacillus_BM	s__Bacillus_BM sp003316765	4868686
WP_093537285.1	fla143	526	286	126156	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Psychrobacillus	s__Psychrobacillus psychrotolerans	3607666
ARF15077.1	fla144	498	258	1571	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Sporosarcina	s__Sporosarcina ureae_A	3412428
WP_048016143.1	fla145	303	63	189381	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Bacillaceae_B	g__Rossellomorea	s__Rossellomorea marisflavi_A	4345790
WP_082233356.1	fla146	349	109	1926286	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_D	f__Halobacillaceae	g__Halobacillus_A	s__Halobacillus_A massiliensis	4312404
WP_101843034.1	fla147	469	229	2045014	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_D	f__Halobacillaceae	g__Halobacillus_A	s__Halobacillus_A sp900240285	4170504
WP_078543852.1	fla148	452	212	304268	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae_L	g__Litchfieldia	s__Litchfieldia alkalitelluris	5427045
WP_019380816.1	fla149	289	49	665099	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__DSM-18226	g__Cytobacillus	s__Cytobacillus oceanisediminis_A	5720001
WP_110928440.1	fla150	511	271	1816693	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__DSM-1321	g__Peribacillus	s__Peribacillus massiliglaciei	4145721
OAT81548.1	fla151	376	136	1849370	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Bacillaceae_B	g__Rossellomorea	s__Rossellomorea enclensis	4500626
WP_028783867.1	fla152	382	142	279813	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_D	f__Halobacillaceae	g__Thalassobacillus	s__Thalassobacillus devorans	4066265
WP_093043564.1	fla153	421	181	571932	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_D	f__Halobacillaceae	g__Thalassobacillus	s__Thalassobacillus cyri	4300830
CDQ22713.1	fla154	417	177	195088	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_D	f__Halobacillaceae	g__Halobacillus	s__Halobacillus karajensis	4082902
KGX93955.1	fla155	424	184	1385510	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_D	f__Halobacillaceae	g__Pontibacillus_A	s__Pontibacillus_A halophilus	3532243
KGX93954.1	fla156	335	95	1385510	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_D	f__Halobacillaceae	g__Pontibacillus_A	s__Pontibacillus_A halophilus	3532243
WP_093194172.1	fla157	277	37	86666	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_D	f__Halobacillaceae	g__Salimicrobium	s__Salimicrobium halophilum	3155619
WP_076557682.1	fla158	424	184	570947	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_D	f__Halobacillaceae	g__Salimicrobium	s__Salimicrobium flavidum	2900825
ELK46299.1	fla159	346	106	1246484	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_D	f__Halobacillaceae	g__Halobacillus	s__Halobacillus sp001592845	3784751
WP_117148966.1	fla160	420	180	2213194	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_D	f__Amphibacillaceae	g__Paraliobacillus_A	s__Paraliobacillus_A sp003268595	3728451
SEC34306.1	fla161	803	563	1882751	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__GP183	s__GP183 sp900104695	5830986
WP_100332365.1	fla162	275	35	2014075	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Domibacillaceae	g__FJAT-46582	s__FJAT-46582 sp002797355	3264462
WP_019380815.1	fla163	292	52	665099	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__DSM-18226	g__Cytobacillus	s__Cytobacillus oceanisediminis_A	5720001
OAS85814.1	fla164	396	156	152268	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Metabacillus	s__Metabacillus litoralis	4884777
WP_042355983.1	fla165	400	160	1499680	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__DSM-18226	g__Neobacillus	s__Neobacillus rubiinfantis	4309569
WP_116354295.1	fla166	274	34	2293325	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae_L	g__Ferdinandcohnia	s__Ferdinandcohnia sp003400205	4967308
WP_071393510.1	fla167	274	34	1816695	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__DSM-18226	g__Bacillus_BD	s__Bacillus_BD tuaregi	4863531
KIL71938.1	fla168	395	155	1455	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Domibacillaceae	g__Pseudobacillus	s__Pseudobacillus badius	4059762
WP_099671862.1	fla169	430	190	2048561	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Sporosarcina	s__Sporosarcina ureae	3438859
PGR04074.1	fla170	355	115	1404	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae_H	g__Priestia	s__Priestia megaterium	5888189
PVC74945.1	fla171	392	152	1404	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae_H	g__Priestia	s__Priestia megaterium	5888189
WP_076767965.1	fla172	277	37	1714355	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Domibacillaceae	g__Domibacillus	s__Domibacillus epiphyticus	3237069
WP_069937212.1	fla173	270	30	1714016	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Domibacillaceae	g__Domibacillus	s__Domibacillus iocasae	3464277
OLN24036.1	fla174	624	384	1714264	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Domibacillaceae	g__Domibacillus	s__Domibacillus antri	3191515
WP_066397826.1	fla175	270	30	549687	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__DSM-18226	g__Cytobacillus	s__Cytobacillus horneckiae_A	4131589
WP_046174426.1	fla176	270	30	1437523	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Domibacillaceae	g__Domibacillus	s__Domibacillus indicus	3604247
WP_102273792.1	fla177	270	30	1871011	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__DSM-18226	g__Cytobacillus	s__Cytobacillus massiliogabonensis	5231817
WP_057911987.1	fla178	280	40	264697	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__DSM-1321	g__Peribacillus	s__Peribacillus muralis	5191302
WP_114570094.1	fla179	379	139	2184695	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Exiguobacterales	f__Exiguobacteraceae	g__Exiguobacterium_A	s__Exiguobacterium_A flavidum	2703469
PID17954.1	fla180	338	98	2048246	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Sporosarcina	s__Sporosarcina sp002077155	3252669
RDB33244.1	fla181	372	132	2282449	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Exiguobacterales	f__Exiguobacteraceae	g__Exiguobacterium_A	s__Exiguobacterium_A sp003339585	3089569
SDB89405.1	fla182	683	443	1017277	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Exiguobacterales	f__Exiguobacteraceae	g__Exiguobacterium_A	s__Exiguobacterium_A indicum	3252807
WP_090235778.1	fla183	299	59	459525	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_G	f__Fictibacillaceae	g__Fictibacillus_C	s__Fictibacillus_C solisalsi	4797611
ANF98487.1	fla184	290	50	1616788	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Bacillaceae_C	g__DE0126	s__DE0126 sp007679095	4571525
WP_046227676.1	fla185	281	41	1567106	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus_J	s__Paenibacillus_J dauci	5449237
WP_062237773.1	fla186	391	151	1729689	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_G	f__Fictibacillaceae	g__Fictibacillus_C	s__Fictibacillus_C sp001510655	4503641
RFU68296.1	fla187	397	157	2303992	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__DSM-1321	g__Peribacillus	s__Peribacillus saganii	4356520
WP_101631233.1	fla188	390	150	2053044	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__DSM-1321	g__Peribacillus	s__Peribacillus sp002863565	4433545
WP_066229125.1	fla189	364	124	46224	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Bacillaceae_C	g__Heyndrickxia	s__Heyndrickxia sporothermodurans	3414010
PYF07627.1	fla190	373	133	1202712	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Ureibacillus	s__Ureibacillus chungkukjangi	4286539
WP_064093080.1	fla191	271	31	189382	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Bacillaceae_B	g__Rossellomorea	s__Rossellomorea aquimaris_D	4753727
AIM14931.1	fla192	274	34	1565991	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__DSM-18226	g__Niallia	s__Niallia circulans	5569736
WP_066141560.1	fla193	274	34	1467	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Bacillaceae_C	g__Bacillus_AH	s__Bacillus_AH lentus	4384366
PFP46110.1	fla194	274	34	1404	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae_H	g__Priestia	s__Priestia megaterium	5888189
WP_116372010.1	fla195	242	2	1404	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae_H	g__Priestia	s__Priestia megaterium	5888189
WP_117306751.1	fla196	242	2	1758642	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__DSM-1321	g__Peribacillus	s__Peribacillus sp003429085	3830155
WP_106027003.1	fla197	274	34	2108534	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__DSM-1321	g__Peribacillus	s__Peribacillus frigoritolerans	5459791
ANU24609.1	fla198	274	34	414778	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Planococcus	s__Planococcus donghaensis	3319331
SFG51393.1	fla199	270	30	1404	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae_H	g__Priestia	s__Priestia megaterium	5888189
ACB61893.1	fla200	275	35	262543	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Exiguobacterales	f__Exiguobacteraceae	g__Exiguobacterium_A	s__Exiguobacterium_A sibiricum	3040786
WP_066784599.1	fla201	281	41	241244	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Rummeliibacillus	s__Rummeliibacillus stabekisii	3420739
AST06158.1	fla202	253	13	33934	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Anoxybacillaceae	g__Anoxybacillus	s__Anoxybacillus flavithermus_G	2562717
SIQ03986.1	fla203	253	13	86664	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae_H	g__Priestia	s__Priestia flexa	3860945
KIL42972.1	fla204	285	45	220754	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Jeotgalibacillaceae	g__Jeotgalibacillus	s__Jeotgalibacillus campisalis	3650490
WP_041123239.1	fla205	285	45	135826	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Jeotgalibacillaceae	g__Jeotgalibacillus	s__Jeotgalibacillus alimentarius	3364745
WP_046178142.1	fla206	284	44	1587527	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Domibacillaceae	g__Domibacillus	s__Domibacillus tundrae	3392047
KGX86309.1	fla207	269	29	1385512	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_D	f__Halobacillaceae	g__Pontibacillus	s__Pontibacillus litoralis	3204236
OAK67988.1	fla208	271	31	217031	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Bacillaceae_C	g__Lederbergia	s__Lederbergia galactosidilyticus	5186343
WP_003352651.1	fla209	311	71	1479	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Domibacillaceae	g__Bacillus_O	s__Bacillus_O smithii	3238901
AKP48491.1	fla210	281	41	1479	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Domibacillaceae	g__Bacillus_O	s__Bacillus_O smithii	3238901
WP_013858617.1	fla211	376	136	1398	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Bacillaceae_C	g__Weizmannia	s__Weizmannia coagulans_A	3446692
KYC81874.1	fla212	271	31	1398	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Bacillaceae_C	g__Weizmannia	s__Weizmannia coagulans_A	3446692
KHD86421.1	fla213	270	30	363870	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Bacillaceae_C	g__Weizmannia	s__Weizmannia ginsengihumi	3721822
WP_014095886.1	fla214	423	183	1398	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Bacillaceae_C	g__Weizmannia	s__Weizmannia coagulans_A	3446692
WP_046721033.1	fla215	423	183	1398	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Bacillaceae_C	g__Weizmannia	s__Weizmannia coagulans_A	3446692
KWZ82956.1	fla216	521	281	1398	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Bacillaceae_C	g__Weizmannia	s__Weizmannia coagulans_A	3446692
WP_017553662.1	fla217	460	220	1398	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Bacillaceae_C	g__Weizmannia	s__Weizmannia coagulans_A	3446692
APC49603.1	fla218	378	138	1482	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_D	f__Amphibacillaceae	g__Virgibacillus	s__Virgibacillus halodenitrificans	3985684
PEC45846.1	fla219	393	153	1404	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae_H	g__Priestia	s__Priestia megaterium	5888189
RBP00054.1	fla220	382	142	189382	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Bacillaceae_B	g__Rossellomorea	s__Rossellomorea aquimaris_D	4753727
WP_107901277.1	fla221	420	180	2135741	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae_G	g__Gottfriedia	s__Gottfriedia sp003053645	4271950
WP_071498752.1	fla222	415	175	1914536	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Exiguobacterales	f__Exiguobacteraceae	g__Exiguobacterium_A	s__Exiguobacterium_A sp001870785	3118075
WP_076159505.1	fla223	420	180	1926588	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus sp001955925	7633590
OZQ63720.1	fla224	428	188	1986222	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus sp002264395	6945715
OKP90586.1	fla225	418	178	1349435	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus helianthi	6956864
PKM52698.1	fla226	409	169	2013788	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Vallitaleaceae	g__HGW-1	s__HGW-1 sp002841375	4076706
WP_102715459.1	fla227	410	170	474957	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus_C	s__Paenibacillus_C castaneae	6305522
WP_076219863.1	fla228	415	175	189426	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus odorifer	6955142
OMD88691.1	fla229	410	170	189426	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus odorifer	6955142
KGE20413.1	fla230	415	175	268407	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus wynnii	5988861
WP_094768476.1	fla231	418	178	1979526	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__DSM-18226	g__Bacillus_AB	s__Bacillus_AB infantis	5206123
WP_071460823.1	fla232	412	172	1805474	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__DSM-18226	g__Mesobacillus	s__Mesobacillus mediterraneensis	3340964
WP_041095028.1	fla233	414	174	1455	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Domibacillaceae	g__Pseudobacillus	s__Pseudobacillus badius	4059762
EFV78517.1	fla234	418	178	665959	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__DSM-18226	g__Cytobacillus	s__Cytobacillus oceanisediminis_B	5882187
WP_018394641.1	fla235	410	170	1132442	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Domibacillaceae	g__Domibacillus	s__Domibacillus aminovorans	3981584
WP_079515474.1	fla236	381	141	189381	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Bacillaceae_B	g__Rossellomorea	s__Rossellomorea marisflavi_A	4345790
WP_079478173.1	fla237	414	174	192814	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_D	f__Halobacillaceae	g__Halobacillus	s__Halobacillus salinus	3766721
WP_108669004.1	fla238	371	131	2171554	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__DSM-1321	g__Bacillus_BN	s__Bacillus_BN acanthi	4063863
WP_016205184.1	fla239	378	138	115979	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__DSM-18226	g__Niallia	s__Niallia nealsonii	4691494
WP_047682106.1	fla240	374	134	59842	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus_E	s__Paenibacillus_E chondroitinus_A	8696589
CDQ31379.1	fla241	346	106	1482	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_D	f__Amphibacillaceae	g__Virgibacillus	s__Virgibacillus halodenitrificans	3985684
PVE84255.1	fla242	351	111	1404	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae_H	g__Priestia	s__Priestia megaterium	5888189
KPL59442.1	fla243	353	113	218284	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Bacillaceae_B	g__Rossellomorea	s__Rossellomorea vietnamensis_A	4316249
WP_028105754.1	fla244	381	141	169177	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Exiguobacterales	f__Exiguobacteraceae	g__Exiguobacterium_A	s__Exiguobacterium_A undae	3261864
RAP73932.1	fla245	380	140	2081970	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus_Z	s__Paenibacillus_Z montanisoli	6172437
EEH98377.1	fla246	381	141	457396	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium tertium	3813122
PYF07617.1	fla247	353	113	1202712	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Ureibacillus	s__Ureibacillus chungkukjangi	4286539
OGO83949.1	fla248	388	148	1797680	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__UBA12420	g__UBA12420	s__UBA12420 sp003452395	2045472
OGO83951.1	fla249	399	159	1797680	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__UBA12420	g__UBA12420	s__UBA12420 sp003452395	2045472
OGO83512.1	fla250	395	155	1797679	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__UBA12420	g__UBA12420	s__UBA12420 sp001795385	1974319
RDI40115.1	fla251	455	215	493781	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__DSM-25281	g__Falsibacillus	s__Falsibacillus pallidus	3865655
WP_079524726.1	fla252	596	356	412383	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Solibacillus	s__Solibacillus isronensis_A	4103463
WP_090852733.1	fla253	353	113	1462524	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_D	f__Amphibacillaceae	g__Paraliobacillus	s__Paraliobacillus sp001368815	2925430
KGP73564.1	fla254	416	176	1385514	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_D	f__Halobacillaceae	g__Pontibacillus	s__Pontibacillus yanchengensis	4281464
WP_039230049.1	fla255	468	228	1221996	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Domibacillaceae	g__Quasibacillus	s__Quasibacillus thermotolerans	3825819
SFD41969.1	fla256	465	225	1881065	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_G	f__Fictibacillaceae	g__Fictibacillus_C	s__Fictibacillus_C sp001510655	4662871
OXB92966.1	fla257	462	222	883812	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Anoxybacillaceae	g__Parageobacillus	s__Parageobacillus toebii	3794830
KUP05702.1	fla258	497	257	1150624	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Bacillaceae_K	g__Bacillus_T	s__Bacillus_T coahuilensis	3215197
WP_047153542.1	fla259	487	247	1443435	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Aneurinibacillales	f__Aneurinibacillaceae	g__Aneurinibacillus_A	s__Aneurinibacillus_A tyrosinisolvens	5693818
WP_065854575.1	fla260	546	306	512399	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus_E	s__Paenibacillus_E pectinilyticus	7877932
KRE58415.1	fla261	1134	894	1736398	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus_E	s__Paenibacillus_E sp001428045	8322306
SEU14193.1	fla262	408	168	1566279	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus sp900111565	5390125
OZQ85981.1	fla263	401	161	1986223	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus sp002264395	7077799
PYE50644.1	fla264	570	330	198119	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus barcinonensis	6261136
