Accession	Domain	Phylum	Class	Order	Family	Genus	Species	logFC	logCPM	PValue	FDR	EnrichedIn
SCY41138.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyrivibrio	s__Butyrivibrio hungatei_B	0.7006791206297187	10.383534287684501	8.605971457852421e-5	3.9911458219828524e-4	Host-associated
SEN13450.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Duganella	s__Duganella sp900110275	-0.5136445646522239	10.391546248771128	8.685471881091267e-5	4.018559877378143e-4	Environmental
WP_049395882.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	s__Stenotrophomonas maltophilia	-0.5547047073980869	10.343730729507799	8.75475712501763e-5	4.0411302794870606e-4	Environmental
OUX78757.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Litoricolaceae	g__HIMB30	s__HIMB30 sp002705325	-0.5070977788508803	10.325910241456155	8.869966161625042e-5	4.0847437627483543e-4	Environmental
WP_091456910.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Giesbergeria	s__Giesbergeria anulus	-0.5493889117744425	10.279659475790606	8.986629627015108e-5	4.1259078063678786e-4	Environmental
WP_047815459.1	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Pirellulales	f__Pirellulaceae	g__Rhodopirellula	s__Rhodopirellula islandica	-0.5139498348422284	10.281461689674074	9.001219465947173e-5	4.1259078063678786e-4	Environmental
GAD57481.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Limimaricola	s__Limimaricola cinnabarinus	-0.5342262620526617	10.315083468858111	9.22202123654346e-5	4.2173094796350716e-4	Environmental
OCJ12932.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Rhizobium	s__Rhizobium sp900489925	-0.5440653023573996	10.321120982525537	9.741220280801815e-5	4.444431753115828e-4	Environmental
WP_088222031.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Enterobacter	s__Enterobacter cloacae	-0.517535488923609	10.32735004179166	1.011334306997065e-4	4.6035563951298274e-4	Environmental
WP_045849387.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Domibacillaceae	g__Domibacillus	s__Domibacillus enclensis	-0.536649549450906	10.281585733277637	1.0307987689311684e-4	4.6726705291582255e-4	Environmental
SJZ39514.1	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Treponematales	f__Treponemataceae	g__Treponema_D	s__Treponema_D porcinum	0.9532699878106803	11.181289495382558	1.0312590969983907e-4	4.6726705291582255e-4	Host-associated
KJS85393.1	d__Bacteria	p__Firmicutes_B	c__Peptococcia	o__Peptococcales	f__BICA1-8	g__BICA1-8	s__BICA1-8 sp000802045	-0.5303889250350018	10.277813833920538	1.0430529661352783e-4	4.7152692574601684e-4	Environmental
PKR48742.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Thalassospiraceae	g__Thalassospira	s__Thalassospira povalilytica	-0.5107746527472643	10.265409574132981	1.079913283336962e-4	4.8707301635175104e-4	Environmental
WP_117193536.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Neorhizobium	s__Neorhizobium sp003425685	-0.5110786582568435	10.293849788727425	1.1374651660554594e-4	5.118593247249567e-4	Environmental
SCZ76971.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Pseudobutyrivibrio	s__Pseudobutyrivibrio sp900112855	0.6494137727449358	10.397688380242629	1.1728789885781234e-4	5.265932771042098e-4	Host-associated
KEA64316.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Nitrincolaceae	g__Marinobacterium	s__Marinobacterium sp000705555	-0.5057353598007597	10.266519450572092	1.2391994830202472e-4	5.551050411438425e-4	Environmental
KTE41701.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp001468225	-0.5145856407034778	10.269684543420974	1.267930316215824e-4	5.666872229617662e-4	Environmental
WP_067201759.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Parasphingorhabdus	s__Parasphingorhabdus sp001586275	-0.5133979889209496	10.392815899940413	1.273553186718913e-4	5.679125183309904e-4	Environmental
WP_025162502.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Paraclostridium	s__Paraclostridium bifermentans	0.7396387540162054	10.504713302525527	1.285036503872927e-4	5.717397176373678e-4	Host-associated
WP_066861149.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp001650725	-0.5424568551162608	10.28216221888929	1.3508200639973197e-4	5.996545824636751e-4	Environmental
KQO64923.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Microbacteriaceae	g__Curtobacterium	s__Curtobacterium sp001422205	-0.5065171492994023	10.298453932442149	1.3986989171683618e-4	6.195136102783912e-4	Environmental
PWU08124.1	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__UBA6623	g__VXMF01	s__VXMF01 sp009838515	-0.5007616055117974	10.268109670094685	1.4200381729257764e-4	6.275549862862568e-4	Environmental
EGJ86427.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia flexneri	0.7294732998907966	10.42526967872782	1.4372949379260405e-4	6.337602511526233e-4	Host-associated
CBL40883.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-81	s__CAG-81 sp900066535	0.6977625386947593	10.382689694142366	1.4761004524612377e-4	6.494183017413169e-4	Host-associated
PUE37919.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Limnohabitans_A	s__Limnohabitans_A sp001412575	-0.5862517305309637	10.36804790825479	1.485273361572324e-4	6.519986181868709e-4	Environmental
PHQ80919.1	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Phycisphaerales	f__SM1A02	g__GCA-2732755	s__GCA-2732755 sp003712165	-0.5039915829134125	10.268694001859625	1.6250595340950606e-4	7.117760759336366e-4	Environmental
PWE84578.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter rectalis	0.6996314473615298	10.407469188726706	1.63638158800241e-4	7.151459223842017e-4	Host-associated
WP_047488581.1	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Acidobacteriaceae	g__Terriglobus	s__Terriglobus sp000800015	-0.5155745537790551	10.28989685196501	1.737225737412083e-4	7.575380372653133e-4	Environmental
WP_044481008.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus_A	s__Paenibacillus_A antibioticophila	-0.4897802969207774	10.28798262599055	1.7577958883453683e-4	7.648158269158324e-4	Environmental
WP_072716343.1	d__Bacteria	p__Bacteroidota	c__Rhodothermia	o__Rhodothermales	f__Rhodothermaceae	g__Rhodothermus	s__Rhodothermus profundi	-0.5073730826990572	10.271095390026824	1.8571755936045909e-4	8.062760121133587e-4	Environmental
SPF78803.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Aliiroseovarius	s__Aliiroseovarius pelagivivens	-0.48531040623875676	10.262369856828816	1.9061048889052265e-4	8.256995024246595e-4	Environmental
KGH48066.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Geodermatophilaceae	g__Modestobacter	s__Modestobacter caceresii	-0.5309590273383392	10.298781797463457	1.924030260532767e-4	8.308936010207861e-4	Environmental
OXS66415.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Lysinibacillus	s__Lysinibacillus sp002237755	-0.8045652754797088	12.229055023934697	1.926526512767627e-4	8.308936010207861e-4	Environmental
CDE69918.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__TF01-11	s__TF01-11 sp001916135	0.6399749356358472	10.371258079739192	1.9330819086044352e-4	8.319005331570616e-4	Host-associated
SFN63027.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Pseudobutyrivibrio	s__Pseudobutyrivibrio sp900100545	0.6513477181116603	10.446870964598977	1.996638053997553e-4	8.573798702460081e-4	Host-associated
WP_094438858.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Alicycliphilus	s__Alicycliphilus denitrificans	-0.5060007234731113	10.284419542446335	2.034562632100397e-4	8.717658582325831e-4	Environmental
RGT49373.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospira	s__Lachnospira eligens_A	0.6809246105435309	10.464154553507312	2.0566988602606695e-4	8.793391439422516e-4	Host-associated
WP_066316638.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Halomonadaceae	g__Halomonas	s__Halomonas subterranea	-0.5064925911455206	10.26478337261897	2.0824026427721047e-4	8.884016469488784e-4	Environmental
OLA67494.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__Roseburia inulinivorans	-0.5075086694390301	10.27233642301465	2.103703603594716e-4	8.955507133229342e-4	Environmental
AAR10729.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia flexneri	-0.49828865731814653	10.320707953552514	2.1141862457746036e-4	8.980735108667552e-4	Environmental
WP_042615430.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	s__Stenotrophomonas maltophilia	-0.4860080362680061	10.303848735279868	2.1557358346129424e-4	9.137538344133568e-4	Environmental
OHY92486.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Aeromonadaceae	g__Aeromonas	s__Aeromonas sobria	0.7197148773027932	10.484384717015432	2.2053149535021573e-4	9.327630414920069e-4	Host-associated
WP_069047632.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Hydrogenophaga	s__Hydrogenophaga sp001713375	-0.5137746316158588	10.315460380845638	2.2510863671822755e-4	9.500837750998427e-4	Environmental
WP_082520410.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Pararhizobium	s__Pararhizobium sp001426565	-0.4973565698485183	10.315365336048023	2.3390301098965286e-4	9.850915270525765e-4	Environmental
WP_054405410.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus solani	-0.4922703424266253	10.339397231962998	2.4120081453865648e-4	0.00101337567674198	Environmental
PSM18865.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__STC3	s__STC3 sp003015025	-0.4917985598948928	10.288896153162556	2.4164716796992928e-4	0.00101337567674198	Environmental
WP_109855741.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Ensifer	s__Ensifer adhaerens	0.6758300500130205	10.416137989223973	2.441977323469119e-4	0.0010218975168912172	Host-associated
ART64842.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Halomonadaceae	g__Kushneria	s__Kushneria marisflavi	0.6573147101144324	10.434933229887976	2.4810262790192977e-4	0.0010360387279548804	Host-associated
KUY54581.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia	s__Burkholderia diffusa	-0.4774673468907436	10.294197023082182	2.5578595477575983e-4	0.0010658649405137898	Environmental
SHK70636.1	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Selenomonas_A	s__Selenomonas_A ruminantium_B	-0.5670744343908738	10.272186550776624	2.7081162995534427e-4	0.0011248733895053346	Environmental
PLK48784.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Uliginosibacterium	s__Uliginosibacterium sp002855595	-0.4828350525632352	10.277899579169048	2.710882090385764e-4	0.0011248733895053346	Environmental
WP_118137284.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Paraoceanicella	s__Paraoceanicella sp003448965	-0.514811797828496	10.275671184168331	2.818683528168738e-4	0.0011671481584076856	Environmental
WP_108064112.1	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Arcobacteraceae	g__Poseidonibacter	s__Poseidonibacter lekithochrous	-0.5040652283552	10.28130751597498	2.851736575384126e-4	0.0011782400093786351	Environmental
PIJ57866.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Erwinia	s__Erwinia aphidicola	-0.491809449947407	10.3295098397731	2.857426303820333e-4	0.0011782400093786351	Environmental
WP_118280384.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__AM51-8	s__AM51-8 sp003478275	0.5949282701814889	10.343615814335186	2.883908919869662e-4	0.0011866773446895832	Host-associated
SDB60152.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyrivibrio	s__Butyrivibrio sp900104155	0.6256274339324118	10.355747587129796	2.9653850743617305e-4	0.0012176612461597856	Host-associated
WP_055398292.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Acidovorax	s__Acidovorax sp001411535	-0.47941981768450914	10.27596142547883	3.126154412120315e-4	0.0012810083880019005	Environmental
WP_037354242.1	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Selenomonas_A	s__Selenomonas_A ruminantium_B	0.6687691372233189	10.417476101399842	3.309609699601028e-4	0.0013533694435505447	Host-associated
WP_088076522.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_H	f__Salisediminibacteriaceae	g__Bacillus_AR	s__Bacillus_AR sp002153425	-0.4841987499640078	10.273553973848536	3.60267433972548e-4	0.001470159652919031	Environmental
OAI08646.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	f__Methylomonadaceae	g__Methylomonas	s__Methylomonas methanica	-0.5530955288044456	10.530864624017617	3.70028387653228e-4	0.0015068718017861825	Environmental
WP_009468621.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Stappiaceae	g__Roseibium	s__Roseibium sp000148725	-0.4870774993669506	10.265799706382996	3.7112822376663757e-4	0.0015082344928743147	Environmental
ACR71277.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospira	s__Lachnospira eligens	0.5586190155469495	10.341157139954527	3.858051481318497e-4	0.001564654211868057	Host-associated
KQR51147.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Microbacteriaceae	g__Leifsonia	s__Leifsonia sp001423695	-0.4820912195661242	10.266920005186309	4.2124944114876883e-4	0.0017048925020620603	Environmental
KEQ09424.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Pseudorhizobium	s__Pseudorhizobium pelagicum	-0.47587710879929374	10.295531698564726	4.2774805429595097e-4	0.001727646342248605	Environmental
KPL84108.1	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__Thermanaerothrix	s__Thermanaerothrix daxensis	-0.47645229322609967	10.258718712245779	4.3412813357139097e-4	0.0017498293481987969	Environmental
OEI93346.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Proteus	s__Proteus sp001722135	-0.47723210844592506	10.314586998915976	4.4512298065574237e-4	0.0017904844793315679	Environmental
SFT48898.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__XBD2001	s__XBD2001 sp900116395	0.6229038050316705	10.39215405774022	4.5372101154251594e-4	0.0018213525738295293	Host-associated
RGT84019.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter rectalis	0.6620921310057268	10.614212941727102	4.747748750530908e-4	0.001901994468962687	Host-associated
WP_016324389.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Dysosmobacter	s__Dysosmobacter sp000403435	0.6946814779693044	10.477767373724744	4.8640295767058686e-4	0.0019446252121069507	Host-associated
EFH10901.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Roseomonas	s__Roseomonas cervicalis	-0.4946216010374907	10.26484529283545	4.909286028000813e-4	0.0019552429006848217	Environmental
PRB34741.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__Brevundimonas sp002979535	-0.48841520677632894	10.292980241606816	4.910427376149095e-4	0.0019552429006848217	Environmental
SEM46228.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Gemmobacter	s__Gemmobacter aquatilis	-0.4832299637804309	10.28563050477859	5.071518652113757e-4	0.0020153151740556884	Environmental
RHE89467.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__Roseburia inulinivorans	0.5796785989325485	10.338728422400537	5.105511940881837e-4	0.0020247412546233606	Host-associated
CDF46174.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__COE1	s__COE1 sp001916965	0.5907299646791407	10.354715714750679	5.238404621669999e-4	0.002073272190624813	Host-associated
WP_109794039.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Minwuiales	f__Minwuiaceae	g__Minwuia	s__Minwuia thermotolerans	-0.46256766101695906	10.273715780757582	5.320698737859483e-4	0.0021016226878398875	Environmental
WP_103465192.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Arthrobacter_A	s__Arthrobacter_A glacialis	-0.464168349225894	10.259998129371658	5.48143068964066e-4	0.0021607799778563482	Environmental
RGW90465.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospira	s__Lachnospira eligens_A	0.5358792003914705	10.321307486368497	5.503959624841036e-4	0.0021653302236650063	Host-associated
PEF10938.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae_G	g__Bacillus_A	s__Bacillus_A bombysepticus	-0.45152807714988746	10.293471932281866	5.541159368486397e-4	0.002175622532925635	Environmental
WP_085298139.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Cognaticolwellia	s__Cognaticolwellia mytili	-0.4917948003087922	10.261923725824188	5.578888581256797e-4	0.0021860813903890946	Environmental
ABM19674.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Oleiphilaceae	g__Marinobacter	s__Marinobacter hydrocarbonoclasticus	-0.4592010082664477	10.257525888129582	5.666937231987283e-4	0.0022161772389378835	Environmental
EEC56699.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Bacteroides_F	s__Bacteroides_F pectinophilus	0.5636275259313146	10.343351711276805	5.767315810893332e-4	0.002250966230350645	Host-associated
PKP97057.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp002842935	-0.45512751391348794	10.281914392169131	5.820974742386559e-4	0.002262946985649686	Environmental
SHM96665.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_D	f__Amphibacillaceae	g__Gracilibacillus	s__Gracilibacillus kekensis	-0.45512574951004375	10.281990383573847	5.820974742386559e-4	0.002262946985649686	Environmental
EMI18210.1	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Pirellulales	f__Pirellulaceae	g__Rhodopirellula_A	s__Rhodopirellula_A maiorica	-0.4781097649623416	10.258651472505381	5.872792054672007e-4	0.002278597074755615	Environmental
WP_014159471.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Pseudoxanthomonas_A	s__Pseudoxanthomonas_A spadix_A	-0.4563424329953033	10.278020568370176	5.916685834218962e-4	0.002291117441895005	Environmental
WP_022702337.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Pseudorhodobacter	s__Pseudorhodobacter ferrugineus	-0.46600411496874605	10.274845558429625	6.013619230097925e-4	0.0023240869612790216	Environmental
PCH74974.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__MED-G52	s__MED-G52 sp001627375	-0.5257831036657585	10.335381008563795	6.069702490326512e-4	0.002341170960554512	Environmental
ODT38476.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__SCN-69-89	s__SCN-69-89 sp001724315	-0.4504003258269221	10.270012676737466	6.111775341030347e-4	0.0023486927258236424	Environmental
WP_069386616.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Cellulomonadaceae	g__Cellulosimicrobium	s__Cellulosimicrobium funkei	-0.48345330684902105	10.286931455869627	6.113035861732768e-4	0.0023486927258236424	Environmental
WP_089216665.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis indica	-0.46550215523448246	10.276204844424537	6.291872221364681e-4	0.0024127004179591025	Environmental
KPM83400.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Pseudoalteromonas	s__Pseudoalteromonas lipolytica	-0.4746857950965029	10.268905920262837	6.500000815572084e-4	0.0024876702150471025	Environmental
SEP87072.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E cuatrocienegasensis	-0.458586883829396	10.283528375458863	6.566522016657229e-4	0.0025049949926729854	Environmental
WP_097585867.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Rhizobium	s__Rhizobium esperanzae	-0.48487065779196065	10.391193234665707	6.570687017818029e-4	0.0025049949926729854	Environmental
RHU85036.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-127	s__CAG-127 sp900319515	0.5821766221257707	10.346011476073162	6.663608303118059e-4	0.002535515823445115	Host-associated
EMZ23388.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_J	s__Eubacterium_J plexicaudatum	-0.4515529337165702	10.279697881130579	6.676562825323358e-4	0.0025355501596748247	Environmental
WP_105444836.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus cellulositrophicus_A	-0.46235151348039577	10.27162666198017	6.901078382449433e-4	0.002615774133039968	Environmental
KJS48310.1	d__Bacteria	p__Firmicutes_B	c__Desulfitobacteriia	o__Desulfitobacteriales	f__Desulfitobacteriaceae	g__Desulfosporosinus	s__Desulfosporosinus sp000961805	-0.45778063706640104	10.260187488250228	7.248981579503514e-4	0.002742369039002193	Environmental
PHR99314.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Saccharospirillaceae	g__Oleibacter	s__Oleibacter sp002733645	-0.4715561513681259	10.281961459346096	7.524527459015818e-4	0.0028411577819387316	Environmental
WP_021275611.1	d__Bacteria	p__Bdellovibrionota	c__Bacteriovoracia	o__Bacteriovoracales	f__Bacteriovoracaceae	g__DB6-IX	s__DB6-IX sp000447795	-0.44914680026058384	10.273504330250457	7.782330972369467e-4	0.0029328822842333113	Environmental
WP_020146777.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Ectothiorhodospirales	f__Thioalkalivibrionaceae	g__Thioalkalivibrio	s__Thioalkalivibrio sp000378305	-0.4587844368382049	10.269500783181012	7.913910151470551e-4	0.0029767780359825297	Environmental
ALV26347.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Stappiaceae	g__Pannonibacter	s__Pannonibacter indicus	-0.4406337148455151	10.367398723441035	8.009530457996633e-4	0.0030070065776593075	Environmental
WP_022758790.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyrivibrio	s__Butyrivibrio fibrisolvens_C	0.5548883872637056	10.32991250675965	8.03981287658344e-4	0.0030097144567721446	Host-associated
RDH84702.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__SZUA-229	f__SZUA-229	g__SZUA-229	s__SZUA-229 sp003349885	-0.4515298359293077	10.26518649651517	8.047283199994521e-4	0.0030097144567721446	Environmental
KUJ77904.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Ruegeria	s__Ruegeria marisrubri	-0.464375404853532	10.306039865715451	8.06595316067142e-4	0.0030109836514551833	Environmental
WP_046178142.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Domibacillaceae	g__Domibacillus	s__Domibacillus tundrae	-0.4892734003410001	10.284253213091107	8.291984177871615e-4	0.0030895086606020704	Environmental
AOF85605.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Hydrogenophaga	s__Hydrogenophaga sp001713375	-0.4580920444334724	10.342035705017919	8.839417663940711e-4	0.0032872626821938	Environmental
SFF58004.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Aureimonas	s__Aureimonas phyllosphaerae	-0.4465967858549142	10.266452074707406	9.068889072361306e-4	0.003366248655673095	Environmental
