Accession	Domain	Phylum	Class	Order	Family	Genus	Species	logFC	logCPM	PValue	FDR	EnrichedIn
SDT96348.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_K	s__Pseudomonas_K guangdongensis	0.5637823198781826	10.288074743977786	9.327872454507445e-5	4.28342860964561e-4	Environmental
WP_115426659.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Vibrionaceae	g__Photobacterium	s__Photobacterium damselae	0.5904347520969262	10.274538932295524	9.752735381779336e-5	4.4681136516523933e-4	Environmental
WP_026767207.1	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Selenomonas_A	s__Selenomonas_A ruminantium_B	0.6182597991248365	10.249919809620703	9.881756219347236e-5	4.516719200026463e-4	Environmental
BAM02311.1	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Phycisphaerales	f__Phycisphaeraceae	g__Phycisphaera	s__Phycisphaera mikurensis	0.5902373334010352	10.280745383938834	9.950313842214146e-5	4.537527377120803e-4	Environmental
WP_066861149.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp001650725	0.5981182739200478	10.245713363108422	1.0047428353884534e-4	4.5712318376795683e-4	Environmental
PIE08362.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__MED-G52	s__MED-G52 sp001627375	0.5880981869729175	10.25306571106035	1.0508994180774058e-4	4.7702116442684085e-4	Environmental
WP_047815459.1	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Pirellulales	f__Pirellulaceae	g__Rhodopirellula	s__Rhodopirellula islandica	0.5616947982072421	10.248664396461685	1.1379277262833337e-4	5.15337384086935e-4	Environmental
WP_024349114.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Aurantimonas	s__Aurantimonas coralicida	0.5537044747492686	10.351043452734096	1.1518159350613318e-4	5.193928661285865e-4	Environmental
CUM97870.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter faecis	-0.7841306322185422	10.418943292565624	1.1521557487217883e-4	5.193928661285865e-4	Animals
BAK80041.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Dwaynesavagella	s__Dwaynesavagella sp000270205	-0.7890202145824636	10.425204129730695	1.1642223029371722e-4	5.236342321429748e-4	Animals
WP_044481008.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus_A	s__Paenibacillus_A antibioticophila	0.5622469400953752	10.248750944781913	1.2190673578283804e-4	5.470530056769725e-4	Environmental
WP_086449822.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Marivivens	s__Marivivens niveibacter	0.5727763791256354	10.265817541710287	1.2465920489665143e-4	5.581332582872803e-4	Environmental
SPL65060.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A	f__Rhizobiaceae_A	g__Ochrobactrum_B	s__Ochrobactrum_B soli	0.5600354521472523	10.273556518223016	1.2650810749996068e-4	5.651269201245409e-4	Environmental
WP_049395882.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	s__Stenotrophomonas maltophilia	0.592205603388912	10.314539183455073	1.2861199104247906e-4	5.73225389940461e-4	Environmental
ASP19302.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Antarctobacter	s__Antarctobacter heliothermus_B	0.5339420153457706	10.24507448899161	1.310307068705644e-4	5.820603270748459e-4	Environmental
WP_077612123.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lacrimispora	s__Lacrimispora sp900155545	0.5656238783732118	10.286621006800779	1.311851701630617e-4	5.820603270748459e-4	Environmental
WP_018871306.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Ectothiorhodospirales	f__Thioalkalivibrionaceae	g__Thioalkalivibrio	s__Thioalkalivibrio halophilus	0.5624994335649068	10.258669786315059	1.3514557843837647e-4	5.982849202777565e-4	Environmental
DAA87988.1	d__Bacteria	p__Cyanobacteria	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__CAG-196	s__CAG-196 sp002102975	-0.7411553103171112	10.381225107938036	1.3623137332764089e-4	6.017394741153644e-4	Animals
WP_114295989.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Acetivibrionales	f__Acetivibrionaceae	g__Anaerobacterium	s__Anaerobacterium chartisolvens	0.5676250321054903	10.248535516512582	1.387803967797954e-4	6.116272520272862e-4	Environmental
WP_115593367.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Alteromonas_D	s__Alteromonas_D aestuariivivens	0.5477686366255954	10.244257363868815	1.4047422734627426e-4	6.177103300717865e-4	Environmental
WP_026519205.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyrivibrio	s__Butyrivibrio sp000421405	-0.7099328092320086	10.352333466923179	1.4205389647290684e-4	6.232654255047361e-4	Animals
EGF27422.1	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Pirellulales	f__Pirellulaceae	g__Rhodopirellula	s__Rhodopirellula baltica	0.5898912013793927	10.26534348392005	1.434816471938664e-4	6.281307666042595e-4	Environmental
WP_088222031.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Enterobacter	s__Enterobacter cloacae	0.5328215898134472	10.301574623961335	1.4407164914459302e-4	6.293151858422356e-4	Environmental
WP_045849387.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Domibacillaceae	g__Domibacillus	s__Domibacillus enclensis	0.56832080964675	10.25182273935651	1.445883369845303e-4	6.30174831547621e-4	Environmental
WP_047488581.1	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Acidobacteriaceae	g__Terriglobus	s__Terriglobus sp000800015	0.5550847198833432	10.25737893281036	1.4679238270065925e-4	6.383686400006594e-4	Environmental
WP_016317067.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Anaerotruncus	s__Anaerotruncus sp000403395	0.5422389121568569	10.260557053155637	1.4874108525508644e-4	6.454183655341856e-4	Environmental
PKA85261.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Viridibacillus	s__Viridibacillus sp002813185	-0.6662561039126894	10.331705802707157	1.6035306524941095e-4	6.942759088820649e-4	Animals
WP_035823366.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Cupriavidus	s__Cupriavidus necator	-0.6858426717924554	10.38842141018607	1.7707742920480005e-4	7.650055603803862e-4	Animals
RGE43226.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Comamonas	s__Comamonas thiooxydans	0.5945946570747686	10.277697130231546	1.8002612777528527e-4	7.76042607696525e-4	Environmental
WP_055398292.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Acidovorax	s__Acidovorax sp001411535	0.5326289768766432	10.240080947103264	1.8486687334675296e-4	7.951697390679112e-4	Environmental
WP_117193536.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Neorhizobium	s__Neorhizobium sp003425685	0.5345345491783979	10.26588188820188	1.923638726115456e-4	8.25614006633431e-4	Environmental
WP_091456910.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Giesbergeria	s__Giesbergeria anulus	0.5619793233181581	10.254144394563067	2.060909602788076e-4	8.826069385853281e-4	Environmental
GAD57481.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Limimaricola	s__Limimaricola cinnabarinus	0.5305543671332132	10.29393373788232	2.1693965056960725e-4	9.270523028679528e-4	Environmental
WP_090417594.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Pseudobutyrivibrio	s__Pseudobutyrivibrio sp900104335	-0.6368337102727026	10.343460418574084	2.2569132703304816e-4	9.623634507686254e-4	Animals
OGO83512.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__UBA12420	g__UBA12420	s__UBA12420 sp001795385	0.536932607515937	10.289984520020054	2.349339180149124e-4	9.996108390699298e-4	Environmental
EEV02820.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__Roseburia intestinalis	-0.7651828244178417	10.4722736148774	2.4624683439737843e-4	0.001045487637419904	Animals
WP_037106054.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Pararhizobium	s__Pararhizobium sp000745575	0.5870516976316523	10.268287059050204	2.46789304421822e-4	0.0010455374832494392	Environmental
KIU51334.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E hunanensis	-0.7277082659166998	10.352344803780479	2.483719236226536e-4	0.0010499843123103598	Animals
AOF85605.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Hydrogenophaga	s__Hydrogenophaga sp001713375	0.5528011952479455	10.29515924847143	2.5473449083936335e-4	0.0010745759035407833	Environmental
PIJ57866.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Erwinia	s__Erwinia aphidicola	0.531566906846075	10.29633429880044	2.562585632567375e-4	0.001078695234221737	Environmental
PSM18865.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__STC3	s__STC3 sp003015025	0.5387934363351058	10.254735088515313	2.6003769588155807e-4	0.0010922692129779732	Environmental
PLK48784.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Uliginosibacterium	s__Uliginosibacterium sp002855595	0.526538411961523	10.24407290801785	2.6287909596808937e-4	0.0011018549341641193	Environmental
WP_072371002.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Hyphomicrobium_A	s__Hyphomicrobium_A sp900117445	0.551042146443164	10.2495666128829	2.711840032383627e-4	0.0011342515634385872	Environmental
ANX04028.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Immundisolibacterales	f__Immundisolibacteraceae	g__Immundisolibacter	s__Immundisolibacter cernigliae	0.5246412350781628	10.248873083239129	2.725348383307744e-4	0.0011374865074398844	Environmental
PKR48742.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Thalassospiraceae	g__Thalassospira	s__Thalassospira povalilytica	0.5196838337194857	10.241562731114929	2.763917646070835e-4	0.00115114540438891	Environmental
SDM97337.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospira	s__Lachnospira rogosae_A	-0.5824355472865502	10.28482484526399	2.7735179656862617e-4	0.0011527068338400706	Animals
KJS85393.1	d__Bacteria	p__Firmicutes_B	c__Peptococcia	o__Peptococcales	f__BICA1-8	g__BICA1-8	s__BICA1-8 sp000802045	0.524072063331585	10.25690910912626	2.9100890190401424e-4	0.0012069211300019115	Environmental
PCH74974.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__MED-G52	s__MED-G52 sp001627375	0.5881574604163656	10.29689170277955	2.9572506481888197e-4	0.0012239041548176418	Environmental
WP_072716343.1	d__Bacteria	p__Bacteroidota	c__Rhodothermia	o__Rhodothermales	f__Rhodothermaceae	g__Rhodothermus	s__Rhodothermus profundi	0.5268853253335484	10.243644387797683	2.9991819162655917e-4	0.0012386558438245735	Environmental
WP_031556260.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospira	s__Lachnospira multipara_A	-0.6310840870061922	10.312219194261528	3.046242934081966e-4	0.0012554599540044922	Animals
WP_028057396.1	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__Solirubrobacter	s__Solirubrobacter sp000425945	0.5705804524268435	10.243436280360863	3.0821691184683994e-4	0.0012676144391195715	Environmental
PWU08124.1	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__UBA6623	g__VXMF01	s__VXMF01 sp009838515	0.5028322576268012	10.245041911970306	3.123557974884987e-4	0.0012813042973544274	Environmental
EGV30026.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Chromatiaceae	g__Imhoffiella	s__Imhoffiella drewsii	0.4975640503843639	10.31927466720753	3.1284637920176627e-4	0.0012813042973544274	Environmental
PYG03853.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Ectothiorhodospirales	f__Thioalkalivibrionaceae	g__Thioalkalivibrio	s__Thioalkalivibrio halophilus	0.5207529850660358	10.323698610834484	3.321136573261753e-4	0.0013573939936360275	Environmental
KTE41701.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp001468225	0.5336620165907308	10.243756352051804	3.400197946697034e-4	0.0013868302184250844	Environmental
KUY54581.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia	s__Burkholderia diffusa	0.49669008714519386	10.266321874691501	3.472336983086497e-4	0.0014133272431157847	Environmental
CEB53706.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Salmonella	s__Salmonella enterica	-0.66793502242106	10.34373023876586	3.5158207916437126e-4	0.0014279216995595758	Animals
WP_046178142.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Domibacillaceae	g__Domibacillus	s__Domibacillus tundrae	0.5590221987593346	10.243726347036734	3.522690081146974e-4	0.0014279216995595758	Environmental
PEF10938.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae_G	g__Bacillus_A	s__Bacillus_A bombysepticus	0.5078468029960854	10.25575740259264	3.732792806660642e-4	0.0015099798417087195	Environmental
KGH48066.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Geodermatophilaceae	g__Modestobacter	s__Modestobacter caceresii	0.545925010982394	10.271561391307445	3.7846744830940144e-4	0.001527829658134264	Environmental
PWM84649.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Succinivibrionaceae	g__Succinivibrio	s__Succinivibrio sp000431835	-0.665509681223433	10.370265714705447	3.929981817997496e-4	0.001583244208886517	Animals
WP_009468621.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Stappiaceae	g__Roseibium	s__Roseibium sp000148725	0.5156073379684495	10.235381216938354	3.9773744632972107e-4	0.001599066876060307	Environmental
WP_094438858.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Alicycliphilus	s__Alicycliphilus denitrificans	0.5102059566838462	10.260387671432197	4.071439251202032e-4	0.001633550982661508	Environmental
WP_082520410.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Pararhizobium	s__Pararhizobium sp001426565	0.5072440698921433	10.289595445523672	4.657556438408618e-4	0.0018649158909888166	Environmental
PHQ80919.1	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Phycisphaerales	f__SM1A02	g__GCA-2732755	s__GCA-2732755 sp003712165	0.5039191806815813	10.245549190830744	4.7424448724476794e-4	0.0018950540362519125	Environmental
OUX78757.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Litoricolaceae	g__HIMB30	s__HIMB30 sp002705325	0.47935124301403714	10.310869342304398	4.892742875460401e-4	0.001951154547501415	Environmental
SNT20998.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Micromonosporaceae	g__Actinoplanes	s__Actinoplanes regularis	0.5145265635578217	10.250510247121918	5.166818949374452e-4	0.002056289561670236	Environmental
WP_117480151.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_F	s__Eubacterium_F sp003491505	-0.5951667453958528	10.295573905033745	5.179815526454943e-4	0.0020573057635314995	Animals
EOS64734.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Anaerotruncus	s__Anaerotruncus sp000403395	0.5039796542099648	10.42626944536159	5.239201477302968e-4	0.0020767056157518808	Environmental
SHK70636.1	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Selenomonas_A	s__Selenomonas_A ruminantium_B	0.5854722387609356	10.243034304941332	5.294349769207357e-4	0.002094351213923392	Environmental
KEA64316.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Nitrincolaceae	g__Marinobacterium	s__Marinobacterium sp000705555	0.49718210296531545	10.246182085240196	5.382373377806004e-4	0.0021249049206969596	Environmental
WP_036303480.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Methylophilaceae	g__Methylotenera	s__Methylotenera sp000744605	0.5179210864383119	10.239621801549589	5.561260390778232e-4	0.0021867630678309618	Environmental
SPF78803.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Aliiroseovarius	s__Aliiroseovarius pelagivivens	0.48449588287411177	10.239457137618558	5.561260390778232e-4	0.0021867630678309618	Environmental
OLA60367.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__COE1	s__COE1 sp001916965	-0.5873922811500683	10.298702618256105	5.944865989277964e-4	0.0023329454181031054	Animals
OSZ74231.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Hydrogenophaga	s__Hydrogenophaga sp002127265	0.499959509023181	10.236273948418466	6.021637974344257e-4	0.0023583751112242917	Environmental
WP_109794039.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Minwuiales	f__Minwuiaceae	g__Minwuia	s__Minwuia thermotolerans	0.4871603749787891	10.24376995428675	6.054214644925004e-4	0.0023664291370044162	Environmental
PKP97057.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp002842935	0.48986979611449305	10.249207728278101	6.581254622684814e-4	0.002564938254005685	Environmental
WP_066316638.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Halomonadaceae	g__Halomonas	s__Halomonas subterranea	0.5113722275535527	10.240669084330003	6.588115515364856e-4	0.002564938254005685	Environmental
PSW35317.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Vibrionaceae	g__Photobacterium	s__Photobacterium phosphoreum	0.47756174945733487	10.272967092046	6.639679555141714e-4	0.0025791104595015014	Environmental
WP_042615430.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	s__Stenotrophomonas maltophilia	0.4816050670090325	10.281581796869267	6.650701083384582e-4	0.0025791104595015014	Environmental
ODT38476.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__SCN-69-89	s__SCN-69-89 sp001724315	0.48432956543721195	10.237557497220262	7.091985663644716e-4	0.002744835315791766	Environmental
WP_054405410.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus solani	0.4840341395283962	10.31822633551058	7.174533758202556e-4	0.0027713395105213798	Environmental
OAK56024.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Variovorax	s__Variovorax sp900115375	0.4998197664836863	10.234595339700098	7.67493415847386e-4	0.002958829802777594	Environmental
WP_018305791.1	d__Bacteria	p__Firmicutes_B	c__Desulfitobacteriia	o__Desulfitobacteriales	f__Desulfitobacteriaceae	g__Desulfitobacterium	s__Desulfitobacterium hafniense	0.5361895572376421	10.429337365380063	8.307398614991785e-4	0.003196114297738364	Environmental
KQR51147.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Microbacteriaceae	g__Leifsonia	s__Leifsonia sp001423695	0.49407645773173614	10.240083425955174	8.33311426326615e-4	0.003196114297738364	Environmental
EMZ23388.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_J	s__Eubacterium_J plexicaudatum	0.4814813821045799	10.248104409042787	8.355324179366788e-4	0.003196114297738364	Environmental
WP_022702337.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Pseudorhodobacter	s__Pseudorhodobacter ferrugineus	0.48137147238442246	10.246754925096823	8.355324179366788e-4	0.003196114297738364	Environmental
SEM46228.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Gemmobacter	s__Gemmobacter aquatilis	0.5018582697277193	10.256905026661135	8.372005313150541e-4	0.003196288850175691	Environmental
OCJ12932.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Rhizobium	s__Rhizobium sp900489925	0.5079472153557922	10.309610169936448	8.703871951887144e-4	0.003316562426541136	Environmental
SDL56123.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E lactis	-0.6795253262885845	10.463278867386151	8.816382282921415e-4	0.0033529484743928936	Animals
WP_088076522.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_H	f__Salisediminibacteriaceae	g__Bacillus_AR	s__Bacillus_AR sp002153425	0.48997587212158866	10.248373972668299	8.921059533025691e-4	0.0033862210558883643	Environmental
OLA67494.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__Roseburia inulinivorans	0.5010067233905119	10.251911297067252	9.50837936219084e-4	0.003602212950676145	Environmental
WP_085298139.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Cognaticolwellia	s__Cognaticolwellia mytili	0.5081003776173325	10.233544374916809	9.749176269533756e-4	0.003676767873620084	Environmental
ABM19674.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Oleiphilaceae	g__Marinobacter	s__Marinobacter hydrocarbonoclasticus	0.46553520707391693	10.231675271659064	9.749176269533756e-4	0.003676767873620084	Environmental
WP_089406056.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Geodermatophilaceae	g__Geodermatophilus	s__Geodermatophilus saharensis	0.49416876774401275	10.289997425953985	9.761165471590376e-4	0.003676767873620084	Environmental
PRB34741.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__Brevundimonas sp002979535	0.49868477284564966	10.266081711913452	9.790428197126073e-4	0.003680752585560757	Environmental
WP_069047632.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Hydrogenophaga	s__Hydrogenophaga sp001713375	0.4970542864630438	10.295914227151224	9.892167478331086e-4	0.0037119180823451886	Environmental
KHD72560.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Micromonosporaceae	g__Actinoplanes	s__Actinoplanes utahensis	0.5045155559539095	10.244778463259477	9.928018515999526e-4	0.003718288303520735	Environmental
WP_111274020.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Phenylobacterium	s__Phenylobacterium kunshanense	0.5066079525120986	10.228144040436657	0.0010543739641803939	0.003941397930617412	Environmental
KEQ09424.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Pseudorhizobium	s__Pseudorhizobium pelagicum	0.4774045338025028	10.271125267757098	0.0010566797234427114	0.0039425360893601165	Environmental
SBW03799.1	d__Bacteria	p__Desulfobacterota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfovibrio	s__Desulfovibrio sp900319575	-0.573283075038266	10.289621859042347	0.0010646744896737898	0.0039648558500139245	Animals
PSJ41961.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Allosphingosinicella	s__Allosphingosinicella sp003012735	0.5440194942597136	10.247773880488566	0.0010711927387227755	0.003981603198648807	Environmental
WP_116653007.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Devosiaceae	g__Pelagibacterium	s__Pelagibacterium sp003390885	0.545495629648394	10.377905138021358	0.0010808142159474338	0.004009800386848295	Environmental
EFH10901.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Roseomonas	s__Roseomonas cervicalis	0.5110599002482092	10.237321570851169	0.0011032788949356788	0.004085450043276856	Environmental
WP_118137284.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Paraoceanicella	s__Paraoceanicella sp003448965	0.5082066349498187	10.254168594125746	0.0011209628510705793	0.004143145997390321	Environmental
WP_006156055.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Cupriavidus	s__Cupriavidus basilensis	-0.570035484430142	10.305114017239394	0.001125967505313932	0.00415385016005327	Animals
AAR10729.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia flexneri	0.4697512867922117	10.305954546677066	0.0011406820873231082	0.004191932999907811	Environmental
